hour,month,day,hour_of_day,T_drybulb_F
2209,4,3,1,39.0
2210,4,3,2,39.0
2211,4,3,3,39.0
2212,4,3,4,39.0
2213,4,3,5,39.0
2214,4,3,6,39.0
2215,4,3,7,39.9
2216,4,3,8,39.0
2217,4,3,9,39.0
2218,4,3,10,39.0
2219,4,3,11,39.0
2220,4,3,12,39.0
2221,4,3,13,39.0
2222,4,3,14,39.0
2223,4,3,15,39.0
2224,4,3,16,39.0
2225,4,3,17,39.0
2226,4,3,18,39.0
2227,4,3,19,39.0
2228,4,3,20,39.9
2229,4,3,21,39.9
2230,4,3,22,39.9
2231,4,3,23,39.9
2232,4,4,0,39.9
2233,4,4,1,41.0
2234,4,4,2,41.0
2235,4,4,3,42.1
2236,4,4,4,42.1
2237,4,4,5,42.1
2238,4,4,6,43.0
2239,4,4,7,45.0
2240,4,4,8,48.0
2241,4,4,9,46.9
2242,4,4,10,46.0
2243,4,4,11,46.0
2244,4,4,12,46.0
2245,4,4,13,46.0
2246,4,4,14,46.0
2247,4,4,15,46.0
2248,4,4,16,45.0
2249,4,4,17,44.1
2250,4,4,18,43.0
2251,4,4,19,43.0
2252,4,4,20,43.0
2253,4,4,21,42.1
2254,4,4,22,42.1
2255,4,4,23,42.1
2256,4,5,0,41.0
2257,4,5,1,41.0
2258,4,5,2,41.0
2259,4,5,3,42.1
2260,4,5,4,41.0
2261,4,5,5,41.0
2262,4,5,6,42.1
2263,4,5,7,45.0
2264,4,5,8,48.0
2265,4,5,9,50.0
2266,4,5,10,51.1
2267,4,5,11,53.1
2268,4,5,12,55.0
2269,4,5,13,53.1
2270,4,5,14,54.0
2271,4,5,15,52.0
2272,4,5,16,53.1
2273,4,5,17,50.0
2274,4,5,18,48.9
2275,4,5,19,48.0
2276,4,5,20,46.0
2277,4,5,21,44.1
2278,4,5,22,43.0
2279,4,5,23,39.0
2280,4,6,0,39.0
2281,4,6,1,39.9
2282,4,6,2,42.1
2283,4,6,3,42.1
2284,4,6,4,42.1
2285,4,6,5,42.1
2286,4,6,6,45.0
2287,4,6,7,46.9
2288,4,6,8,48.0
2289,4,6,9,48.0
2290,4,6,10,48.9
2291,4,6,11,50.0
2292,4,6,12,51.1
2293,4,6,13,52.0
2294,4,6,14,51.1
2295,4,6,15,51.1
2296,4,6,16,50.0
2297,4,6,17,48.9
2298,4,6,18,48.0
2299,4,6,19,46.0
2300,4,6,20,44.1
2301,4,6,21,43.0
2302,4,6,22,42.1
2303,4,6,23,41.0
2304,4,7,0,41.0
2305,4,7,1,39.9
2306,4,7,2,39.0
2307,4,7,3,39.0
2308,4,7,4,35.1
2309,4,7,5,32.0
2310,4,7,6,30.9
2311,4,7,7,30.9
2312,4,7,8,32.0
2313,4,7,9,33.1
2314,4,7,10,33.1
2315,4,7,11,36.0
2316,4,7,12,37.0
2317,4,7,13,37.9
2318,4,7,14,39.0
2319,4,7,15,41.0
2320,4,7,16,42.1
2321,4,7,17,46.0
2322,4,7,18,43.0
2323,4,7,19,42.1
2324,4,7,20,39.9
2325,4,7,21,39.0
2326,4,7,22,37.9
2327,4,7,23,37.0
2328,4,8,0,36.0
2329,4,8,1,35.1
2330,4,8,2,35.1
2331,4,8,3,34.0
2332,4,8,4,32.0
2333,4,8,5,33.1
2334,4,8,6,35.1
2335,4,8,7,37.0
2336,4,8,8,39.9
2337,4,8,9,39.0
2338,4,8,10,43.0
2339,4,8,11,44.1
2340,4,8,12,45.0
2341,4,8,13,44.1
2342,4,8,14,45.0
2343,4,8,15,45.0
2344,4,8,16,44.1
2345,4,8,17,43.0
2346,4,8,18,42.1
2347,4,8,19,42.1
2348,4,8,20,42.1
2349,4,8,21,39.9
2350,4,8,22,39.0
2351,4,8,23,37.9
2352,4,9,0,37.9
2353,4,9,1,37.0
2354,4,9,2,37.9
2355,4,9,3,37.0
2356,4,9,4,37.0
2357,4,9,5,37.9
2358,4,9,6,39.9
2359,4,9,7,42.1
2360,4,9,8,46.9
2361,4,9,9,50.0
2362,4,9,10,52.0
2363,4,9,11,54.0
2364,4,9,12,57.0
2365,4,9,13,57.9
2366,4,9,14,57.9
2367,4,9,15,57.9
2368,4,9,16,57.9
2369,4,9,17,55.9
2370,4,9,18,52.0
2371,4,9,19,50.0
2372,4,9,20,48.9
2373,4,9,21,48.0
2374,4,9,22,48.9
2375,4,9,23,48.0
2376,4,10,0,48.0
2377,4,10,1,46.9
2378,4,10,2,46.9
2379,4,10,3,46.9
2380,4,10,4,46.9
2381,4,10,5,48.0
2382,4,10,6,50.0
2383,4,10,7,51.1
2384,4,10,8,53.1
2385,4,10,9,53.1
2386,4,10,10,55.0
2387,4,10,11,59.0
2388,4,10,12,59.0
2389,4,10,13,60.1
2390,4,10,14,60.1
2391,4,10,15,60.1
2392,4,10,16,59.0
2393,4,10,17,55.9
2394,4,10,18,57.0
2395,4,10,19,57.0
2396,4,10,20,57.9
2397,4,10,21,55.0
2398,4,10,22,53.1
2399,4,10,23,54.0
2400,4,11,0,55.9
2401,4,11,1,57.9
2402,4,11,2,55.9
2403,4,11,3,55.9
2404,4,11,4,55.9
2405,4,11,5,54.0
2406,4,11,6,54.0
2407,4,11,7,55.0
2408,4,11,8,57.0
2409,4,11,9,55.0
2410,4,11,10,57.0
2411,4,11,11,57.0
2412,4,11,12,55.0
2413,4,11,13,54.0
2414,4,11,14,52.0
2415,4,11,15,53.1
2416,4,11,16,50.0
2417,4,11,17,48.0
2418,4,11,18,46.0
2419,4,11,19,44.1
2420,4,11,20,42.1
2421,4,11,21,41.0
2422,4,11,22,39.9
2423,4,11,23,39.0
2424,4,12,0,37.9
2425,4,12,1,37.0
2426,4,12,2,36.0
2427,4,12,3,36.0
2428,4,12,4,35.1
2429,4,12,5,36.0
2430,4,12,6,37.9
2431,4,12,7,41.0
2432,4,12,8,42.1
2433,4,12,9,44.1
2434,4,12,10,45.0
2435,4,12,11,46.0
2436,4,12,12,46.9
2437,4,12,13,46.9
2438,4,12,14,46.9
2439,4,12,15,45.0
2440,4,12,16,44.1
2441,4,12,17,42.1
2442,4,12,18,39.9
2443,4,12,19,39.0
2444,4,12,20,37.9
2445,4,12,21,37.0
2446,4,12,22,36.0
2447,4,12,23,35.1
2448,4,13,0,34.0
2449,4,13,1,33.1
2450,4,13,2,32.0
2451,4,13,3,32.0
2452,4,13,4,30.9
2453,4,13,5,33.1
2454,4,13,6,35.1
2455,4,13,7,37.0
2456,4,13,8,39.9
2457,4,13,9,41.0
2458,4,13,10,41.0
2459,4,13,11,44.1
2460,4,13,12,46.0
2461,4,13,13,43.0
2462,4,13,14,43.0
2463,4,13,15,43.0
2464,4,13,16,42.1
2465,4,13,17,43.0
2466,4,13,18,42.1
2467,4,13,19,39.9
2468,4,13,20,39.0
2469,4,13,21,37.9
2470,4,13,22,37.0
2471,4,13,23,37.0
2472,4,14,0,36.0
2473,4,14,1,35.1
2474,4,14,2,35.1
2475,4,14,3,34.0
2476,4,14,4,34.0
2477,4,14,5,36.0
2478,4,14,6,39.0
2479,4,14,7,43.0
2480,4,14,8,46.9
2481,4,14,9,51.1
2482,4,14,10,52.0
2483,4,14,11,54.0
2484,4,14,12,55.0
2485,4,14,13,54.0
2486,4,14,14,53.1
2487,4,14,15,52.0
2488,4,14,16,48.9
2489,4,14,17,46.0
2490,4,14,18,44.1
2491,4,14,19,43.0
2492,4,14,20,42.1
2493,4,14,21,42.1
2494,4,14,22,42.1
2495,4,14,23,42.1
2496,4,15,0,42.1
2497,4,15,1,42.1
2498,4,15,2,43.0
2499,4,15,3,43.0
2500,4,15,4,43.0
2501,4,15,5,44.1
2502,4,15,6,45.0
2503,4,15,7,46.0
2504,4,15,8,45.0
2505,4,15,9,46.9
2506,4,15,10,50.0
2507,4,15,11,53.1
2508,4,15,12,53.1
2509,4,15,13,53.1
2510,4,15,14,53.1
2511,4,15,15,53.1
2512,4,15,16,53.1
2513,4,15,17,53.1
2514,4,15,18,52.0
2515,4,15,19,50.0
2516,4,15,20,52.0
2517,4,15,21,51.1
2518,4,15,22,48.9
2519,4,15,23,50.0
2520,4,16,0,48.0
2521,4,16,1,50.0
2522,4,16,2,48.0
2523,4,16,3,48.0
2524,4,16,4,48.0
2525,4,16,5,48.0
2526,4,16,6,48.9
2527,4,16,7,53.1
2528,4,16,8,55.0
2529,4,16,9,55.9
2530,4,16,10,57.0
2531,4,16,11,59.0
2532,4,16,12,62.1
2533,4,16,13,63.0
2534,4,16,14,64.0
2535,4,16,15,64.0
2536,4,16,16,63.0
2537,4,16,17,62.1
2538,4,16,18,59.0
2539,4,16,19,57.0
2540,4,16,20,55.9
2541,4,16,21,51.1
2542,4,16,22,46.0
2543,4,16,23,46.9
2544,4,17,0,46.0
2545,4,17,1,45.0
2546,4,17,2,45.0
2547,4,17,3,44.1
2548,4,17,4,44.1
2549,4,17,5,44.1
2550,4,17,6,46.0
2551,4,17,7,48.9
2552,4,17,8,52.0
2553,4,17,9,53.1
2554,4,17,10,50.0
2555,4,17,11,48.9
2556,4,17,12,51.1
2557,4,17,13,52.0
2558,4,17,14,55.0
2559,4,17,15,50.0
2560,4,17,16,46.0
2561,4,17,17,43.0
2562,4,17,18,43.0
2563,4,17,19,43.0
2564,4,17,20,44.1
2565,4,17,21,42.1
2566,4,17,22,41.0
2567,4,17,23,39.9
2568,4,18,0,39.0
2569,4,18,1,37.9
2570,4,18,2,36.0
2571,4,18,3,36.0
2572,4,18,4,35.1
2573,4,18,5,36.0
2574,4,18,6,37.9
2575,4,18,7,41.0
2576,4,18,8,43.0
2577,4,18,9,46.0
2578,4,18,10,46.9
2579,4,18,11,48.9
2580,4,18,12,48.0
2581,4,18,13,48.0
2582,4,18,14,46.9
2583,4,18,15,44.1
2584,4,18,16,45.0
2585,4,18,17,42.1
2586,4,18,18,41.0
2587,4,18,19,39.9
2588,4,18,20,39.0
2589,4,18,21,39.0
2590,4,18,22,37.0
2591,4,18,23,37.0
2592,4,19,0,35.1
2593,4,19,1,35.1
2594,4,19,2,36.0
2595,4,19,3,37.0
2596,4,19,4,37.0
2597,4,19,5,37.0
2598,4,19,6,39.9
2599,4,19,7,46.0
2600,4,19,8,46.0
2601,4,19,9,46.9
2602,4,19,10,46.9
2603,4,19,11,50.0
2604,4,19,12,48.9
2605,4,19,13,48.0
2606,4,19,14,50.0
2607,4,19,15,55.9
2608,4,19,16,52.0
2609,4,19,17,50.0
2610,4,19,18,46.9
2611,4,19,19,46.0
2612,4,19,20,44.1
2613,4,19,21,43.0
2614,4,19,22,43.0
2615,4,19,23,42.1
2616,4,20,0,42.1
2617,4,20,1,43.0
2618,4,20,2,42.1
2619,4,20,3,42.1
2620,4,20,4,42.1
2621,4,20,5,42.1
2622,4,20,6,46.0
2623,4,20,7,48.9
2624,4,20,8,52.0
2625,4,20,9,54.0
2626,4,20,10,57.9
2627,4,20,11,59.0
2628,4,20,12,59.0
2629,4,20,13,57.0
2630,4,20,14,57.0
2631,4,20,15,57.0
2632,4,20,16,55.9
2633,4,20,17,54.0
2634,4,20,18,52.0
2635,4,20,19,51.1
2636,4,20,20,50.0
2637,4,20,21,51.1
2638,4,20,22,51.1
2639,4,20,23,52.0
2640,4,21,0,53.1
2641,4,21,1,53.1
2642,4,21,2,52.0
2643,4,21,3,51.1
2644,4,21,4,51.1
2645,4,21,5,51.1
2646,4,21,6,51.1
2647,4,21,7,52.0
2648,4,21,8,52.0
2649,4,21,9,52.0
2650,4,21,10,53.1
2651,4,21,11,53.1
2652,4,21,12,54.0
2653,4,21,13,55.0
2654,4,21,14,55.0
2655,4,21,15,54.0
2656,4,21,16,52.0
2657,4,21,17,51.1
2658,4,21,18,51.1
2659,4,21,19,50.0
2660,4,21,20,50.0
2661,4,21,21,50.0
2662,4,21,22,50.0
2663,4,21,23,48.9
2664,4,22,0,48.9
2665,4,22,1,48.9
2666,4,22,2,48.0
2667,4,22,3,48.0
2668,4,22,4,46.9
2669,4,22,5,48.0
2670,4,22,6,50.0
2671,4,22,7,51.1
2672,4,22,8,52.0
2673,4,22,9,53.1
2674,4,22,10,54.0
2675,4,22,11,51.1
2676,4,22,12,53.1
2677,4,22,13,52.0
2678,4,22,14,53.1
2679,4,22,15,51.1
2680,4,22,16,51.1
2681,4,22,17,50.0
2682,4,22,18,51.1
2683,4,22,19,51.1
2684,4,22,20,51.1
2685,4,22,21,51.1
2686,4,22,22,51.1
2687,4,22,23,50.0
2688,4,23,0,48.9
2689,4,23,1,48.0
2690,4,23,2,51.1
2691,4,23,3,51.1
2692,4,23,4,53.1
2693,4,23,5,51.1
2694,4,23,6,53.1
2695,4,23,7,52.0
2696,4,23,8,55.9
2697,4,23,9,55.9
2698,4,23,10,57.9
2699,4,23,11,55.9
2700,4,23,12,53.1
2701,4,23,13,53.1
2702,4,23,14,52.0
2703,4,23,15,51.1
2704,4,23,16,48.9
2705,4,23,17,46.9
2706,4,23,18,46.0
2707,4,23,19,46.0
2708,4,23,20,46.9
2709,4,23,21,46.9
2710,4,23,22,48.9
2711,4,23,23,48.0
2712,4,24,0,46.9
2713,4,24,1,46.9
2714,4,24,2,46.0
2715,4,24,3,46.0
2716,4,24,4,42.1
2717,4,24,5,46.0
2718,4,24,6,48.9
2719,4,24,7,51.1
2720,4,24,8,51.1
2721,4,24,9,50.0
2722,4,24,10,48.9
2723,4,24,11,48.9
2724,4,24,12,48.9
2725,4,24,13,48.9
2726,4,24,14,46.9
2727,4,24,15,48.0
2728,4,24,16,48.0
2729,4,24,17,48.0
2730,4,24,18,48.9
2731,4,24,19,48.0
2732,4,24,20,48.0
2733,4,24,21,46.9
2734,4,24,22,46.9
2735,4,24,23,46.0
2736,4,25,0,46.0
2737,4,25,1,45.0
2738,4,25,2,45.0
2739,4,25,3,45.0
2740,4,25,4,45.0
2741,4,25,5,46.0
2742,4,25,6,46.9
2743,4,25,7,48.9
2744,4,25,8,50.0
2745,4,25,9,51.1
2746,4,25,10,51.1
2747,4,25,11,51.1
2748,4,25,12,48.9
2749,4,25,13,48.9
2750,4,25,14,46.9
2751,4,25,15,46.9
2752,4,25,16,46.9
2753,4,25,17,46.9
2754,4,25,18,46.9
2755,4,25,19,46.9
2756,4,25,20,46.9
2757,4,25,21,48.0
2758,4,25,22,46.9
2759,4,25,23,46.9
2760,4,26,0,46.9
2761,4,26,1,46.9
2762,4,26,2,46.9
2763,4,26,3,48.9
2764,4,26,4,48.0
2765,4,26,5,46.9
2766,4,26,6,48.9
2767,4,26,7,48.9
2768,4,26,8,50.0
2769,4,26,9,52.0
2770,4,26,10,54.0
2771,4,26,11,57.9
2772,4,26,12,55.9
2773,4,26,13,57.0
2774,4,26,14,54.0
2775,4,26,15,54.0
2776,4,26,16,54.0
2777,4,26,17,57.0
2778,4,26,18,54.0
2779,4,26,19,60.1
2780,4,26,20,57.0
2781,4,26,21,55.0
2782,4,26,22,53.1
2783,4,26,23,52.0
2784,4,27,0,52.0
2785,4,27,1,52.0
2786,4,27,2,50.0
2787,4,27,3,52.0
2788,4,27,4,52.0
2789,4,27,5,54.0
2790,4,27,6,59.0
2791,4,27,7,64.9
2792,4,27,8,73.0
2793,4,27,9,80.1
2794,4,27,10,86.0
2795,4,27,11,89.1
2796,4,27,12,89.1
2797,4,27,13,82.0
2798,4,27,14,88.0
2799,4,27,15,90.0
2800,4,27,16,91.0
2801,4,27,17,89.1
2802,4,27,18,86.0
2803,4,27,19,84.9
2804,4,27,20,82.9
2805,4,27,21,81.0
2806,4,27,22,75.9
2807,4,27,23,73.0
2808,4,28,0,77.0
2809,4,28,1,75.9
2810,4,28,2,68.0
2811,4,28,3,70.0
2812,4,28,4,63.0
2813,4,28,5,72.0
2814,4,28,6,75.0
2815,4,28,7,79.0
2816,4,28,8,84.9
2817,4,28,9,88.0
2818,4,28,10,90.0
2819,4,28,11,84.0
2820,4,28,12,71.1
2821,4,28,13,61.0
2822,4,28,14,55.9
2823,4,28,15,52.0
2824,4,28,16,51.1
2825,4,28,17,50.0
2826,4,28,18,48.9
2827,4,28,19,48.0
2828,4,28,20,48.0
2829,4,28,21,46.9
2830,4,28,22,46.9
2831,4,28,23,46.9
2832,4,29,0,46.9
2833,4,29,1,46.0
2834,4,29,2,46.0
2835,4,29,3,45.0
2836,4,29,4,44.1
2837,4,29,5,43.0
2838,4,29,6,43.0
2839,4,29,7,43.0
2840,4,29,8,44.1
2841,4,29,9,44.1
2842,4,29,10,44.1
2843,4,29,11,44.1
2844,4,29,12,44.1
2845,4,29,13,44.1
2846,4,29,14,44.1
2847,4,29,15,44.1
2848,4,29,16,44.1
2849,4,29,17,44.1
2850,4,29,18,43.0
2851,4,29,19,44.1
2852,4,29,20,44.1
2853,4,29,21,44.1
2854,4,29,22,44.1
2855,4,29,23,44.1
2856,4,30,0,44.1
2857,4,30,1,44.1
2858,4,30,2,44.1
2859,4,30,3,44.1
2860,4,30,4,44.1
2861,4,30,5,45.0
2862,4,30,6,45.0
2863,4,30,7,45.0
2864,4,30,8,45.0
2865,4,30,9,46.9
2866,4,30,10,46.9
2867,4,30,11,48.0
2868,4,30,12,48.0
2869,4,30,13,46.9
2870,4,30,14,46.9
2871,4,30,15,46.9
2872,4,30,16,46.9
2873,4,30,17,46.0
2874,4,30,18,45.0
2875,4,30,19,45.0
2876,4,30,20,45.0
2877,4,30,21,43.9
2878,4,30,22,43.0
2879,4,30,23,41.9
2880,5,1,0,41.0
2881,5,1,1,39.9
2882,5,1,2,39.0
2883,5,1,3,37.9
2884,5,1,4,37.0
2885,5,1,5,37.0
2886,5,1,6,41.0
2887,5,1,7,44.1
2888,5,1,8,46.9
2889,5,1,9,48.9
2890,5,1,10,52.0
2891,5,1,11,54.0
2892,5,1,12,55.9
2893,5,1,13,55.0
2894,5,1,14,53.1
2895,5,1,15,53.1
2896,5,1,16,50.0
2897,5,1,17,48.9
2898,5,1,18,46.9
2899,5,1,19,44.1
2900,5,1,20,44.1
2901,5,1,21,43.0
2902,5,1,22,42.1
2903,5,1,23,42.1
2904,5,2,0,42.1
2905,5,2,1,41.0
2906,5,2,2,41.0
2907,5,2,3,39.9
2908,5,2,4,39.9
2909,5,2,5,41.0
2910,5,2,6,43.0
2911,5,2,7,45.0
2912,5,2,8,48.0
2913,5,2,9,51.1
2914,5,2,10,54.0
2915,5,2,11,55.9
2916,5,2,12,57.9
2917,5,2,13,61.0
2918,5,2,14,62.1
2919,5,2,15,63.0
2920,5,2,16,61.0
2921,5,2,17,60.1
2922,5,2,18,55.9
2923,5,2,19,54.0
2924,5,2,20,53.1
2925,5,2,21,51.1
2926,5,2,22,48.9
2927,5,2,23,46.0
2928,5,3,0,46.0
2929,5,3,1,46.0
2930,5,3,2,46.9
2931,5,3,3,46.9
2932,5,3,4,46.9
2933,5,3,5,46.9
2934,5,3,6,48.0
2935,5,3,7,50.0
2936,5,3,8,53.1
2937,5,3,9,54.0
2938,5,3,10,55.9
2939,5,3,11,57.9
2940,5,3,12,60.1
2941,5,3,13,57.9
2942,5,3,14,55.9
2943,5,3,15,53.1
2944,5,3,16,52.0
2945,5,3,17,52.0
2946,5,3,18,52.0
2947,5,3,19,51.1
2948,5,3,20,48.9
2949,5,3,21,48.0
2950,5,3,22,48.9
2951,5,3,23,48.9
2952,5,4,0,48.0
2953,5,4,1,45.0
2954,5,4,2,43.0
2955,5,4,3,43.0
2956,5,4,4,42.1
2957,5,4,5,43.0
2958,5,4,6,45.0
2959,5,4,7,48.0
2960,5,4,8,50.0
2961,5,4,9,53.1
2962,5,4,10,53.1
2963,5,4,11,53.1
2964,5,4,12,54.0
2965,5,4,13,54.0
2966,5,4,14,54.0
2967,5,4,15,54.0
2968,5,4,16,53.1
2969,5,4,17,53.1
2970,5,4,18,53.1
2971,5,4,19,52.0
2972,5,4,20,51.1
2973,5,4,21,51.1
2974,5,4,22,50.0
2975,5,4,23,48.9
2976,5,5,0,48.0
2977,5,5,1,48.0
2978,5,5,2,48.0
2979,5,5,3,48.0
2980,5,5,4,46.9
2981,5,5,5,46.9
2982,5,5,6,46.0
2983,5,5,7,46.0
2984,5,5,8,46.0
2985,5,5,9,45.0
2986,5,5,10,45.0
2987,5,5,11,45.0
2988,5,5,12,45.0
2989,5,5,13,46.0
2990,5,5,14,46.9
2991,5,5,15,46.9
2992,5,5,16,46.0
2993,5,5,17,46.0
2994,5,5,18,46.0
2995,5,5,19,46.0
2996,5,5,20,46.0
2997,5,5,21,46.0
2998,5,5,22,46.0
2999,5,5,23,46.0
3000,5,6,0,46.0
3001,5,6,1,46.0
3002,5,6,2,46.0
3003,5,6,3,46.0
3004,5,6,4,46.0
3005,5,6,5,46.9
3006,5,6,6,48.9
3007,5,6,7,52.0
3008,5,6,8,57.0
3009,5,6,9,57.9
3010,5,6,10,59.0
3011,5,6,11,60.1
3012,5,6,12,61.0
3013,5,6,13,61.0
3014,5,6,14,60.1
3015,5,6,15,60.1
3016,5,6,16,60.1
3017,5,6,17,57.9
3018,5,6,18,57.9
3019,5,6,19,55.9
3020,5,6,20,55.0
3021,5,6,21,55.0
3022,5,6,22,55.0
3023,5,6,23,54.0
3024,5,7,0,54.0
3025,5,7,1,54.0
3026,5,7,2,54.0
3027,5,7,3,54.0
3028,5,7,4,54.0
3029,5,7,5,55.0
3030,5,7,6,55.9
3031,5,7,7,59.0
3032,5,7,8,62.1
3033,5,7,9,64.0
3034,5,7,10,63.0
3035,5,7,11,61.0
3036,5,7,12,62.1
3037,5,7,13,61.0
3038,5,7,14,63.0
3039,5,7,15,64.9
3040,5,7,16,63.0
3041,5,7,17,60.1
3042,5,7,18,57.9
3043,5,7,19,55.9
3044,5,7,20,55.9
3045,5,7,21,57.9
3046,5,7,22,57.0
3047,5,7,23,55.9
3048,5,8,0,55.0
3049,5,8,1,55.0
3050,5,8,2,53.1
3051,5,8,3,53.1
3052,5,8,4,52.0
3053,5,8,5,53.1
3054,5,8,6,55.9
3055,5,8,7,59.0
3056,5,8,8,63.0
3057,5,8,9,64.9
3058,5,8,10,66.0
3059,5,8,11,66.0
3060,5,8,12,66.9
3061,5,8,13,66.9
3062,5,8,14,70.0
3063,5,8,15,69.1
3064,5,8,16,66.0
3065,5,8,17,62.1
3066,5,8,18,60.1
3067,5,8,19,57.9
3068,5,8,20,55.9
3069,5,8,21,55.9
3070,5,8,22,55.9
3071,5,8,23,55.9
3072,5,9,0,57.0
3073,5,9,1,59.0
3074,5,9,2,60.1
3075,5,9,3,57.0
3076,5,9,4,55.9
3077,5,9,5,55.9
3078,5,9,6,57.0
3079,5,9,7,57.9
3080,5,9,8,59.0
3081,5,9,9,60.1
3082,5,9,10,59.0
3083,5,9,11,60.1
3084,5,9,12,60.1
3085,5,9,13,61.0
3086,5,9,14,60.1
3087,5,9,15,60.1
3088,5,9,16,60.1
3089,5,9,17,59.0
3090,5,9,18,57.9
3091,5,9,19,57.9
3092,5,9,20,57.0
3093,5,9,21,57.9
3094,5,9,22,59.0
3095,5,9,23,57.9
3096,5,10,0,57.9
3097,5,10,1,57.9
3098,5,10,2,55.9
3099,5,10,3,55.0
3100,5,10,4,55.9
3101,5,10,5,57.9
3102,5,10,6,61.0
3103,5,10,7,63.0
3104,5,10,8,64.9
3105,5,10,9,66.0
3106,5,10,10,66.9
3107,5,10,11,66.9
3108,5,10,12,69.1
3109,5,10,13,68.0
3110,5,10,14,69.1
3111,5,10,15,69.1
3112,5,10,16,68.0
3113,5,10,17,64.9
3114,5,10,18,64.0
3115,5,10,19,62.1
3116,5,10,20,60.1
3117,5,10,21,59.0
3118,5,10,22,57.9
3119,5,10,23,57.9
3120,5,11,0,55.9
3121,5,11,1,55.9
3122,5,11,2,55.0
3123,5,11,3,54.0
3124,5,11,4,53.1
3125,5,11,5,55.0
3126,5,11,6,57.0
3127,5,11,7,59.0
3128,5,11,8,60.1
3129,5,11,9,62.1
3130,5,11,10,60.1
3131,5,11,11,60.1
3132,5,11,12,62.1
3133,5,11,13,64.0
3134,5,11,14,64.0
3135,5,11,15,63.0
3136,5,11,16,64.0
3137,5,11,17,64.0
3138,5,11,18,63.0
3139,5,11,19,60.1
3140,5,11,20,57.9
3141,5,11,21,55.9
3142,5,11,22,55.0
3143,5,11,23,54.0
3144,5,12,0,52.0
3145,5,12,1,52.0
3146,5,12,2,51.1
3147,5,12,3,50.0
3148,5,12,4,50.0
3149,5,12,5,53.1
3150,5,12,6,57.0
3151,5,12,7,60.1
3152,5,12,8,64.0
3153,5,12,9,68.0
3154,5,12,10,66.9
3155,5,12,11,64.9
3156,5,12,12,68.0
3157,5,12,13,70.0
3158,5,12,14,73.0
3159,5,12,15,75.9
3160,5,12,16,72.0
3161,5,12,17,69.1
3162,5,12,18,66.0
3163,5,12,19,62.1
3164,5,12,20,60.1
3165,5,12,21,59.0
3166,5,12,22,57.0
3167,5,12,23,55.9
3168,5,13,0,55.0
3169,5,13,1,55.0
3170,5,13,2,55.0
3171,5,13,3,53.1
3172,5,13,4,52.0
3173,5,13,5,52.0
3174,5,13,6,53.1
3175,5,13,7,54.0
3176,5,13,8,57.0
3177,5,13,9,59.0
3178,5,13,10,59.0
3179,5,13,11,61.0
3180,5,13,12,61.0
3181,5,13,13,64.0
3182,5,13,14,68.0
3183,5,13,15,69.1
3184,5,13,16,69.1
3185,5,13,17,64.9
3186,5,13,18,62.1
3187,5,13,19,61.0
3188,5,13,20,55.9
3189,5,13,21,55.0
3190,5,13,22,55.0
3191,5,13,23,54.0
3192,5,14,0,54.0
3193,5,14,1,53.1
3194,5,14,2,53.1
3195,5,14,3,53.1
3196,5,14,4,52.0
3197,5,14,5,53.1
3198,5,14,6,54.0
3199,5,14,7,55.9
3200,5,14,8,57.0
3201,5,14,9,57.9
3202,5,14,10,57.9
3203,5,14,11,57.9
3204,5,14,12,57.9
3205,5,14,13,57.0
3206,5,14,14,55.9
3207,5,14,15,55.0
3208,5,14,16,54.0
3209,5,14,17,53.1
3210,5,14,18,52.0
3211,5,14,19,52.0
3212,5,14,20,51.1
3213,5,14,21,51.1
3214,5,14,22,50.0
3215,5,14,23,50.0
3216,5,15,0,50.0
3217,5,15,1,50.0
3218,5,15,2,48.9
3219,5,15,3,48.9
3220,5,15,4,48.9
3221,5,15,5,48.9
3222,5,15,6,48.9
3223,5,15,7,48.9
3224,5,15,8,48.9
3225,5,15,9,50.0
3226,5,15,10,50.0
3227,5,15,11,50.0
3228,5,15,12,50.0
3229,5,15,13,51.1
3230,5,15,14,51.1
3231,5,15,15,51.1
3232,5,15,16,51.1
3233,5,15,17,51.1
3234,5,15,18,50.0
3235,5,15,19,51.1
3236,5,15,20,50.0
3237,5,15,21,50.0
3238,5,15,22,50.0
3239,5,15,23,50.0
3240,5,16,0,50.0
3241,5,16,1,50.0
3242,5,16,2,50.0
3243,5,16,3,50.0
3244,5,16,4,50.0
3245,5,16,5,50.0
3246,5,16,6,50.0
3247,5,16,7,51.1
3248,5,16,8,51.1
3249,5,16,9,51.1
3250,5,16,10,52.0
3251,5,16,11,52.0
3252,5,16,12,52.0
3253,5,16,13,51.1
3254,5,16,14,51.1
3255,5,16,15,51.1
3256,5,16,16,51.1
3257,5,16,17,51.1
3258,5,16,18,52.0
3259,5,16,19,52.0
3260,5,16,20,53.1
3261,5,16,21,53.1
3262,5,16,22,53.1
3263,5,16,23,53.1
3264,5,17,0,53.1
3265,5,17,1,53.1
3266,5,17,2,53.1
3267,5,17,3,53.1
3268,5,17,4,52.0
3269,5,17,5,52.0
3270,5,17,6,52.0
3271,5,17,7,53.1
3272,5,17,8,54.0
3273,5,17,9,55.0
3274,5,17,10,55.9
3275,5,17,11,59.0
3276,5,17,12,57.9
3277,5,17,13,57.9
3278,5,17,14,55.9
3279,5,17,15,55.0
3280,5,17,16,54.0
3281,5,17,17,52.0
3282,5,17,18,51.1
3283,5,17,19,51.1
