hour,month,day,hour_of_day,T_drybulb_F
1134,2,17,6,9.0
1135,2,17,7,10.0
1136,2,17,8,12.0
1137,2,17,9,14.0
1138,2,17,10,16.0
1139,2,17,11,17.1
1140,2,17,12,19.0
1141,2,17,13,21.0
1142,2,17,14,23.0
1143,2,17,15,23.0
1144,2,17,16,23.0
1145,2,17,17,23.0
1146,2,17,18,21.9
1147,2,17,19,21.9
1148,2,17,20,21.0
1149,2,17,21,19.9
1150,2,17,22,18.0
1151,2,17,23,18.0
1152,2,18,0,18.0
1153,2,18,1,17.1
1154,2,18,2,18.0
1155,2,18,3,17.1
1156,2,18,4,18.0
1157,2,18,5,18.0
1158,2,18,6,18.0
1159,2,18,7,19.0
1160,2,18,8,19.9
1161,2,18,9,24.1
1162,2,18,10,28.0
1163,2,18,11,27.0
1164,2,18,12,28.0
1165,2,18,13,30.0
1166,2,18,14,30.9
1167,2,18,15,33.1
1168,2,18,16,28.0
1169,2,18,17,27.0
1170,2,18,18,28.0
1171,2,18,19,27.0
1172,2,18,20,28.0
1173,2,18,21,28.0
1174,2,18,22,25.0
1175,2,18,23,24.1
1176,2,19,0,24.1
1177,2,19,1,24.1
1178,2,19,2,23.0
1179,2,19,3,23.0
1180,2,19,4,25.0
1181,2,19,5,25.0
1182,2,19,6,27.0
1183,2,19,7,28.9
1184,2,19,8,30.0
1185,2,19,9,32.0
1186,2,19,10,35.1
1187,2,19,11,36.0
1188,2,19,12,37.0
1189,2,19,13,37.9
1190,2,19,14,37.0
1191,2,19,15,36.0
1192,2,19,16,36.0
1193,2,19,17,37.0
1194,2,19,18,37.0
1195,2,19,19,35.1
1196,2,19,20,33.1
1197,2,19,21,30.9
1198,2,19,22,32.0
1199,2,19,23,32.0
1200,2,20,0,30.9
1201,2,20,1,27.0
1202,2,20,2,30.9
1203,2,20,3,28.9
1204,2,20,4,28.9
1205,2,20,5,28.9
1206,2,20,6,28.9
1207,2,20,7,30.9
1208,2,20,8,32.0
1209,2,20,9,34.0
1210,2,20,10,36.0
1211,2,20,11,35.1
1212,2,20,12,34.0
1213,2,20,13,34.0
1214,2,20,14,34.0
1215,2,20,15,34.0
1216,2,20,16,34.0
1217,2,20,17,33.1
1218,2,20,18,32.0
1219,2,20,19,32.0
1220,2,20,20,32.0
1221,2,20,21,32.0
1222,2,20,22,30.9
1223,2,20,23,30.9
1224,2,21,0,30.0
1225,2,21,1,30.0
1226,2,21,2,30.0
1227,2,21,3,30.0
1228,2,21,4,30.9
1229,2,21,5,30.9
1230,2,21,6,30.9
1231,2,21,7,30.0
1232,2,21,8,30.0
1233,2,21,9,30.9
1234,2,21,10,30.9
1235,2,21,11,32.0
1236,2,21,12,32.0
1237,2,21,13,33.1
1238,2,21,14,33.1
1239,2,21,15,33.1
1240,2,21,16,30.9
1241,2,21,17,30.9
1242,2,21,18,28.9
1243,2,21,19,28.0
1244,2,21,20,26.1
1245,2,21,21,24.1
1246,2,21,22,23.0
1247,2,21,23,21.0
1248,2,22,0,21.9
1249,2,22,1,19.9
1250,2,22,2,19.9
1251,2,22,3,19.0
1252,2,22,4,19.0
1253,2,22,5,17.1
1254,2,22,6,16.0
1255,2,22,7,19.0
1256,2,22,8,21.0
1257,2,22,9,24.1
1258,2,22,10,28.0
1259,2,22,11,30.9
1260,2,22,12,33.1
1261,2,22,13,35.1
1262,2,22,14,36.0
1263,2,22,15,36.0
1264,2,22,16,37.0
1265,2,22,17,35.1
1266,2,22,18,35.1
1267,2,22,19,35.1
1268,2,22,20,34.0
1269,2,22,21,33.1
1270,2,22,22,30.0
1271,2,22,23,32.0
1272,2,23,0,33.1
1273,2,23,1,33.1
1274,2,23,2,33.1
1275,2,23,3,33.1
1276,2,23,4,33.1
1277,2,23,5,32.0
1278,2,23,6,32.0
1279,2,23,7,32.0
1280,2,23,8,35.1
1281,2,23,9,37.0
1282,2,23,10,37.9
1283,2,23,11,37.0
1284,2,23,12,37.0
1285,2,23,13,35.1
1286,2,23,14,35.1
1287,2,23,15,35.1
1288,2,23,16,35.1
1289,2,23,17,35.1
1290,2,23,18,35.1
1291,2,23,19,35.1
1292,2,23,20,35.1
1293,2,23,21,34.0
1294,2,23,22,35.1
1295,2,23,23,35.1
1296,2,24,0,34.0
1297,2,24,1,33.1
1298,2,24,2,33.1
1299,2,24,3,33.1
1300,2,24,4,34.0
1301,2,24,5,34.0
1302,2,24,6,34.0
1303,2,24,7,35.1
1304,2,24,8,33.1
1305,2,24,9,33.1
1306,2,24,10,33.1
1307,2,24,11,34.0
1308,2,24,12,34.0
1309,2,24,13,35.1
1310,2,24,14,35.1
1311,2,24,15,36.0
1312,2,24,16,36.0
1313,2,24,17,37.0
1314,2,24,18,37.0
1315,2,24,19,37.9
1316,2,24,20,39.0
1317,2,24,21,39.0
1318,2,24,22,37.9
1319,2,24,23,37.9
1320,2,25,0,39.9
1321,2,25,1,41.0
1322,2,25,2,42.1
1323,2,25,3,41.0
1324,2,25,4,39.0
1325,2,25,5,41.0
1326,2,25,6,39.0
1327,2,25,7,41.0
1328,2,25,8,43.0
1329,2,25,9,45.0
1330,2,25,10,46.0
1331,2,25,11,46.0
1332,2,25,12,46.0
1333,2,25,13,46.0
1334,2,25,14,46.9
1335,2,25,15,46.9
1336,2,25,16,46.0
1337,2,25,17,45.0
1338,2,25,18,44.1
1339,2,25,19,43.0
1340,2,25,20,43.0
1341,2,25,21,42.1
1342,2,25,22,42.1
1343,2,25,23,42.1
1344,2,26,0,42.1
1345,2,26,1,41.0
1346,2,26,2,41.0
1347,2,26,3,42.1
1348,2,26,4,41.0
1349,2,26,5,41.0
1350,2,26,6,42.1
1351,2,26,7,42.1
1352,2,26,8,43.0
1353,2,26,9,43.0
1354,2,26,10,43.0
1355,2,26,11,43.0
1356,2,26,12,44.1
1357,2,26,13,45.0
1358,2,26,14,46.0
1359,2,26,15,46.0
1360,2,26,16,45.0
1361,2,26,17,43.0
1362,2,26,18,42.1
1363,2,26,19,41.0
1364,2,26,20,39.9
1365,2,26,21,39.9
1366,2,26,22,37.9
1367,2,26,23,36.0
1368,2,27,0,36.0
1369,2,27,1,37.9
1370,2,27,2,37.0
1371,2,27,3,35.1
1372,2,27,4,36.0
1373,2,27,5,35.1
1374,2,27,6,35.1
1375,2,27,7,37.0
1376,2,27,8,39.0
1377,2,27,9,39.0
1378,2,27,10,39.9
1379,2,27,11,39.9
1380,2,27,12,39.9
1381,2,27,13,39.0
1382,2,27,14,39.0
1383,2,27,15,39.0
1384,2,27,16,39.0
1385,2,27,17,39.0
1386,2,27,18,37.9
1387,2,27,19,39.0
1388,2,27,20,39.0
1389,2,27,21,39.9
1390,2,27,22,39.9
1391,2,27,23,41.0
1392,2,28,0,39.0
1393,2,28,1,39.0
1394,2,28,2,37.9
1395,2,28,3,39.9
1396,2,28,4,39.9
1397,2,28,5,42.1
1398,2,28,6,41.0
1399,2,28,7,39.9
1400,2,28,8,39.9
1401,2,28,9,41.0
1402,2,28,10,41.0
1403,2,28,11,41.0
1404,2,28,12,41.0
1405,2,28,13,42.1
1406,2,28,14,43.0
1407,2,28,15,43.0
1408,2,28,16,41.0
1409,2,28,17,37.9
1410,2,28,18,37.0
1411,2,28,19,35.1
1412,2,28,20,35.1
1413,2,28,21,35.6
1414,2,28,22,36.1
1415,2,28,23,36.7
1416,3,1,0,37.4
1417,3,1,1,37.9
1418,3,1,2,38.5
1419,3,1,3,39.0
1420,3,1,4,39.0
1421,3,1,5,39.0
1422,3,1,6,39.0
1423,3,1,7,41.0
1424,3,1,8,42.1
1425,3,1,9,45.0
1426,3,1,10,46.0
1427,3,1,11,44.1
1428,3,1,12,46.9
1429,3,1,13,48.9
1430,3,1,14,48.0
1431,3,1,15,46.9
1432,3,1,16,46.0
1433,3,1,17,43.0
1434,3,1,18,43.0
1435,3,1,19,42.1
1436,3,1,20,41.0
1437,3,1,21,39.9
1438,3,1,22,39.0
1439,3,1,23,37.9
1440,3,2,0,37.9
1441,3,2,1,37.0
1442,3,2,2,36.0
1443,3,2,3,36.0
1444,3,2,4,36.0
1445,3,2,5,36.0
1446,3,2,6,36.0
1447,3,2,7,37.0
1448,3,2,8,39.0
1449,3,2,9,42.1
1450,3,2,10,44.1
1451,3,2,11,44.1
1452,3,2,12,43.0
1453,3,2,13,44.1
1454,3,2,14,43.0
1455,3,2,15,43.0
1456,3,2,16,42.1
1457,3,2,17,42.1
1458,3,2,18,42.1
1459,3,2,19,39.9
1460,3,2,20,39.9
1461,3,2,21,39.0
1462,3,2,22,37.9
1463,3,2,23,37.0
1464,3,3,0,35.1
1465,3,3,1,33.1
1466,3,3,2,33.1
1467,3,3,3,32.0
1468,3,3,4,30.9
1469,3,3,5,30.9
1470,3,3,6,30.9
1471,3,3,7,33.1
1472,3,3,8,35.1
1473,3,3,9,35.1
1474,3,3,10,35.1
1475,3,3,11,36.0
1476,3,3,12,36.0
1477,3,3,13,36.0
1478,3,3,14,36.0
1479,3,3,15,35.1
1480,3,3,16,33.1
1481,3,3,17,30.9
1482,3,3,18,30.0
1483,3,3,19,28.0
1484,3,3,20,28.0
1485,3,3,21,27.0
1486,3,3,22,26.1
1487,3,3,23,24.1
1488,3,4,0,23.0
1489,3,4,1,21.9
1490,3,4,2,21.9
1491,3,4,3,21.9
1492,3,4,4,21.9
1493,3,4,5,21.9
1494,3,4,6,21.0
1495,3,4,7,23.0
1496,3,4,8,26.1
1497,3,4,9,28.9
1498,3,4,10,33.1
1499,3,4,11,35.1
1500,3,4,12,37.0
1501,3,4,13,39.9
1502,3,4,14,41.0
1503,3,4,15,42.1
1504,3,4,16,39.9
1505,3,4,17,39.9
1506,3,4,18,39.0
1507,3,4,19,37.9
1508,3,4,20,37.9
1509,3,4,21,37.0
1510,3,4,22,36.0
1511,3,4,23,34.0
1512,3,5,0,32.0
1513,3,5,1,30.9
1514,3,5,2,30.0
1515,3,5,3,28.9
1516,3,5,4,28.0
1517,3,5,5,28.0
1518,3,5,6,27.0
1519,3,5,7,30.0
1520,3,5,8,32.0
1521,3,5,9,33.1
1522,3,5,10,34.0
1523,3,5,11,34.0
1524,3,5,12,34.0
1525,3,5,13,34.0
1526,3,5,14,34.0
1527,3,5,15,34.0
1528,3,5,16,34.0
1529,3,5,17,33.1
1530,3,5,18,33.1
1531,3,5,19,32.0
1532,3,5,20,32.0
1533,3,5,21,32.0
1534,3,5,22,33.1
1535,3,5,23,34.0
1536,3,6,0,34.0
1537,3,6,1,34.0
1538,3,6,2,34.0
1539,3,6,3,34.0
1540,3,6,4,34.0
1541,3,6,5,34.0
1542,3,6,6,34.0
1543,3,6,7,34.0
1544,3,6,8,34.0
1545,3,6,9,35.1
1546,3,6,10,35.1
1547,3,6,11,36.0
1548,3,6,12,36.0
1549,3,6,13,35.1
1550,3,6,14,35.1
1551,3,6,15,36.0
1552,3,6,16,37.0
1553,3,6,17,37.0
1554,3,6,18,36.0
1555,3,6,19,36.0
1556,3,6,20,36.0
1557,3,6,21,35.1
1558,3,6,22,35.1
1559,3,6,23,36.0
1560,3,7,0,36.0
1561,3,7,1,35.1
1562,3,7,2,35.1
1563,3,7,3,35.1
1564,3,7,4,35.1
1565,3,7,5,35.1
1566,3,7,6,35.1
1567,3,7,7,35.1
1568,3,7,8,35.1
1569,3,7,9,35.1
1570,3,7,10,36.0
1571,3,7,11,36.0
1572,3,7,12,37.9
1573,3,7,13,36.0
1574,3,7,14,37.0
1575,3,7,15,36.0
1576,3,7,16,36.0
1577,3,7,17,36.0
1578,3,7,18,36.0
1579,3,7,19,37.0
1580,3,7,20,36.0
1581,3,7,21,36.0
1582,3,7,22,36.0
1583,3,7,23,36.0
1584,3,8,0,36.0
1585,3,8,1,36.0
1586,3,8,2,35.1
1587,3,8,3,35.1
1588,3,8,4,35.1
1589,3,8,5,35.1
1590,3,8,6,35.1
1591,3,8,7,35.1
1592,3,8,8,35.1
1593,3,8,9,35.1
1594,3,8,10,35.1
1595,3,8,11,37.0
1596,3,8,12,36.0
1597,3,8,13,36.0
1598,3,8,14,36.0
1599,3,8,15,35.1
1600,3,8,16,35.1
1601,3,8,17,35.1
1602,3,8,18,35.1
1603,3,8,19,35.1
1604,3,8,20,34.0
1605,3,8,21,35.1
1606,3,8,22,35.1
1607,3,8,23,35.1
1608,3,9,0,35.1
1609,3,9,1,35.1
1610,3,9,2,35.1
1611,3,9,3,35.1
1612,3,9,4,35.1
1613,3,9,5,35.1
1614,3,9,6,34.0
1615,3,9,7,37.0
1616,3,9,8,37.9
1617,3,9,9,39.0
1618,3,9,10,39.9
1619,3,9,11,41.0
1620,3,9,12,43.0
1621,3,9,13,44.1
1622,3,9,14,46.0
1623,3,9,15,45.0
1624,3,9,16,45.0
1625,3,9,17,43.0
1626,3,9,18,42.1
1627,3,9,19,41.0
1628,3,9,20,39.9
1629,3,9,21,39.0
1630,3,9,22,39.0
1631,3,9,23,37.9
1632,3,10,0,37.9
1633,3,10,1,37.9
1634,3,10,2,37.0
1635,3,10,3,37.0
1636,3,10,4,37.0
1637,3,10,5,37.0
1638,3,10,6,36.0
1639,3,10,7,39.0
1640,3,10,8,39.0
1641,3,10,9,42.1
1642,3,10,10,43.0
1643,3,10,11,46.0
1644,3,10,12,44.1
1645,3,10,13,45.0
1646,3,10,14,45.0
1647,3,10,15,44.1
1648,3,10,16,43.0
1649,3,10,17,43.0
1650,3,10,18,43.0
1651,3,10,19,42.1
1652,3,10,20,41.0
1653,3,10,21,39.0
1654,3,10,22,37.0
1655,3,10,23,37.0
1656,3,11,0,36.0
1657,3,11,1,35.1
1658,3,11,2,35.1
1659,3,11,3,35.1
1660,3,11,4,35.1
1661,3,11,5,35.1
1662,3,11,6,36.0
1663,3,11,7,37.0
1664,3,11,8,39.0
1665,3,11,9,42.1
1666,3,11,10,42.1
1667,3,11,11,42.1
1668,3,11,12,41.0
1669,3,11,13,41.0
1670,3,11,14,42.1
1671,3,11,15,42.1
1672,3,11,16,42.1
1673,3,11,17,41.0
1674,3,11,18,41.0
1675,3,11,19,39.9
1676,3,11,20,37.0
1677,3,11,21,37.0
1678,3,11,22,36.0
1679,3,11,23,34.0
1680,3,12,0,32.0
1681,3,12,1,32.0
1682,3,12,2,30.9
1683,3,12,3,30.9
1684,3,12,4,30.0
1685,3,12,5,30.9
1686,3,12,6,32.0
1687,3,12,7,34.0
1688,3,12,8,36.0
1689,3,12,9,37.9
1690,3,12,10,39.9
1691,3,12,11,39.9
1692,3,12,12,39.9
1693,3,12,13,39.9
1694,3,12,14,41.0
1695,3,12,15,42.1
1696,3,12,16,39.9
1697,3,12,17,39.0
1698,3,12,18,39.0
1699,3,12,19,37.9
1700,3,12,20,39.0
1701,3,12,21,37.9
1702,3,12,22,37.9
1703,3,12,23,37.0
1704,3,13,0,37.0
1705,3,13,1,36.0
1706,3,13,2,36.0
1707,3,13,3,35.1
1708,3,13,4,36.0
1709,3,13,5,35.1
1710,3,13,6,35.1
1711,3,13,7,39.0
1712,3,13,8,43.0
1713,3,13,9,48.0
1714,3,13,10,51.1
1715,3,13,11,53.1
1716,3,13,12,55.0
1717,3,13,13,53.1
1718,3,13,14,55.0
1719,3,13,15,53.1
1720,3,13,16,52.0
1721,3,13,17,51.1
1722,3,13,18,48.0
1723,3,13,19,48.0
1724,3,13,20,42.1
1725,3,13,21,39.9
1726,3,13,22,39.9
1727,3,13,23,39.9
1728,3,14,0,41.0
1729,3,14,1,39.0
1730,3,14,2,39.0
1731,3,14,3,37.9
1732,3,14,4,37.0
1733,3,14,5,35.1
1734,3,14,6,33.1
1735,3,14,7,32.0
1736,3,14,8,35.1
1737,3,14,9,36.0
1738,3,14,10,36.0
1739,3,14,11,32.0
1740,3,14,12,33.1
1741,3,14,13,32.0
1742,3,14,14,32.0
1743,3,14,15,30.0
1744,3,14,16,30.0
1745,3,14,17,30.0
1746,3,14,18,28.9
1747,3,14,19,27.0
1748,3,14,20,25.0
1749,3,14,21,25.0
1750,3,14,22,24.1
1751,3,14,23,25.0
1752,3,15,0,25.0
1753,3,15,1,25.0
1754,3,15,2,26.1
1755,3,15,3,26.1
1756,3,15,4,27.0
1757,3,15,5,28.0
1758,3,15,6,27.0
1759,3,15,7,34.0
1760,3,15,8,37.9
1761,3,15,9,42.1
1762,3,15,10,45.0
1763,3,15,11,46.9
1764,3,15,12,51.1
1765,3,15,13,53.1
1766,3,15,14,53.1
1767,3,15,15,53.1
1768,3,15,16,52.0
1769,3,15,17,48.9
1770,3,15,18,46.9
1771,3,15,19,46.0
1772,3,15,20,46.0
1773,3,15,21,46.0
1774,3,15,22,44.1
1775,3,15,23,42.1
1776,3,16,0,41.0
1777,3,16,1,41.0
1778,3,16,2,41.0
1779,3,16,3,39.9
1780,3,16,4,39.0
1781,3,16,5,39.0
1782,3,16,6,39.9
1783,3,16,7,44.1
1784,3,16,8,46.9
1785,3,16,9,48.9
1786,3,16,10,50.0
1787,3,16,11,52.0
1788,3,16,12,48.9
1789,3,16,13,46.0
1790,3,16,14,45.0
1791,3,16,15,42.1
1792,3,16,16,39.9
1793,3,16,17,34.0
1794,3,16,18,34.0
1795,3,16,19,33.1
1796,3,16,20,30.9
1797,3,16,21,30.0
1798,3,16,22,28.9
1799,3,16,23,27.0
1800,3,17,0,25.0
1801,3,17,1,24.1
1802,3,17,2,23.0
1803,3,17,3,21.0
1804,3,17,4,19.9
1805,3,17,5,19.9
1806,3,17,6,19.9
1807,3,17,7,24.1
1808,3,17,8,26.1
1809,3,17,9,28.9
1810,3,17,10,33.1
1811,3,17,11,36.0
1812,3,17,12,37.9
1813,3,17,13,39.9
1814,3,17,14,41.0
1815,3,17,15,41.0
1816,3,17,16,39.9
1817,3,17,17,39.0
1818,3,17,18,37.0
1819,3,17,19,35.1
1820,3,17,20,35.1
1821,3,17,21,28.0
1822,3,17,22,26.1
1823,3,17,23,24.1
1824,3,18,0,23.0
1825,3,18,1,21.0
1826,3,18,2,21.0
1827,3,18,3,19.9
1828,3,18,4,19.9
1829,3,18,5,21.0
1830,3,18,6,21.9
1831,3,18,7,24.1
1832,3,18,8,27.0
1833,3,18,9,28.9
1834,3,18,10,32.0
1835,3,18,11,33.1
1836,3,18,12,35.1
1837,3,18,13,37.0
1838,3,18,14,37.0
1839,3,18,15,36.0
1840,3,18,16,35.1
1841,3,18,17,34.0
1842,3,18,18,33.1
1843,3,18,19,30.9
1844,3,18,20,30.0
1845,3,18,21,28.9
1846,3,18,22,27.0
1847,3,18,23,26.1
1848,3,19,0,25.0
1849,3,19,1,24.1
1850,3,19,2,21.9
1851,3,19,3,21.9
1852,3,19,4,21.0
1853,3,19,5,21.0
1854,3,19,6,21.9
1855,3,19,7,25.0
1856,3,19,8,28.0
1857,3,19,9,28.9
1858,3,19,10,32.0
1859,3,19,11,35.1
1860,3,19,12,32.0
1861,3,19,13,33.1
1862,3,19,14,33.1
1863,3,19,15,33.1
1864,3,19,16,32.0
1865,3,19,17,30.0
1866,3,19,18,28.9
1867,3,19,19,30.0
1868,3,19,20,26.1
1869,3,19,21,28.0
1870,3,19,22,28.0
1871,3,19,23,28.0
1872,3,20,0,28.0
1873,3,20,1,28.0
1874,3,20,2,28.0
1875,3,20,3,27.0
1876,3,20,4,26.1
1877,3,20,5,26.1
1878,3,20,6,28.9
1879,3,20,7,30.9
1880,3,20,8,35.1
1881,3,20,9,34.0
1882,3,20,10,36.0
1883,3,20,11,37.9
1884,3,20,12,37.9
1885,3,20,13,36.0
1886,3,20,14,35.1
1887,3,20,15,35.1
1888,3,20,16,34.0
1889,3,20,17,33.1
1890,3,20,18,32.0
1891,3,20,19,30.9
1892,3,20,20,32.0
1893,3,20,21,33.1
1894,3,20,22,32.0
1895,3,20,23,30.9
1896,3,21,0,32.0
1897,3,21,1,32.0
1898,3,21,2,30.9
1899,3,21,3,30.9
1900,3,21,4,30.9
1901,3,21,5,30.0
1902,3,21,6,30.9
1903,3,21,7,32.0
1904,3,21,8,33.1
1905,3,21,9,35.1
1906,3,21,10,36.0
1907,3,21,11,37.0
1908,3,21,12,36.0
1909,3,21,13,39.0
1910,3,21,14,39.0
1911,3,21,15,41.0
1912,3,21,16,39.9
1913,3,21,17,37.9
1914,3,21,18,37.9
1915,3,21,19,37.9
1916,3,21,20,37.0
1917,3,21,21,37.9
1918,3,21,22,37.9
1919,3,21,23,37.0
1920,3,22,0,37.0
1921,3,22,1,36.0
1922,3,22,2,36.0
1923,3,22,3,35.1
1924,3,22,4,34.0
1925,3,22,5,33.1
1926,3,22,6,35.1
1927,3,22,7,37.9
1928,3,22,8,41.0
1929,3,22,9,42.1
1930,3,22,10,41.0
1931,3,22,11,42.1
1932,3,22,12,41.0
1933,3,22,13,42.1
1934,3,22,14,41.0
1935,3,22,15,39.9
1936,3,22,16,39.0
1937,3,22,17,37.9
1938,3,22,18,37.0
1939,3,22,19,36.0
1940,3,22,20,36.0
1941,3,22,21,36.0
1942,3,22,22,35.1
1943,3,22,23,35.1
1944,3,23,0,34.0
1945,3,23,1,33.1
1946,3,23,2,34.0
1947,3,23,3,34.0
1948,3,23,4,33.1
1949,3,23,5,32.0
1950,3,23,6,32.0
1951,3,23,7,36.0
1952,3,23,8,39.9
1953,3,23,9,42.1
1954,3,23,10,41.0
1955,3,23,11,42.1
1956,3,23,12,42.1
1957,3,23,13,41.0
1958,3,23,14,41.0
1959,3,23,15,39.9
1960,3,23,16,37.9
1961,3,23,17,36.0
1962,3,23,18,35.1
1963,3,23,19,34.0
1964,3,23,20,34.0
1965,3,23,21,35.1
1966,3,23,22,34.0
1967,3,23,23,34.0
1968,3,24,0,35.1
1969,3,24,1,34.0
1970,3,24,2,33.1
1971,3,24,3,34.0
1972,3,24,4,33.1
1973,3,24,5,32.0
1974,3,24,6,34.0
1975,3,24,7,36.0
1976,3,24,8,39.9
1977,3,24,9,41.0
1978,3,24,10,42.1
1979,3,24,11,45.0
1980,3,24,12,48.9
1981,3,24,13,45.0
1982,3,24,14,44.1
1983,3,24,15,41.0
1984,3,24,16,39.9
1985,3,24,17,37.9
1986,3,24,18,39.0
1987,3,24,19,37.9
1988,3,24,20,39.9
1989,3,24,21,41.0
1990,3,24,22,39.9
1991,3,24,23,41.0
1992,3,25,0,39.9
1993,3,25,1,39.9
1994,3,25,2,37.9
1995,3,25,3,37.0
1996,3,25,4,36.0
1997,3,25,5,34.0
1998,3,25,6,35.1
1999,3,25,7,39.9
2000,3,25,8,42.1
2001,3,25,9,41.0
2002,3,25,10,39.9
2003,3,25,11,37.0
2004,3,25,12,35.1
2005,3,25,13,35.1
2006,3,25,14,36.0
2007,3,25,15,36.0
2008,3,25,16,35.1
2009,3,25,17,35.1
2010,3,25,18,35.1
2011,3,25,19,35.1
2012,3,25,20,35.1
2013,3,25,21,34.0
2014,3,25,22,34.0
2015,3,25,23,34.0
2016,3,26,0,32.0
2017,3,26,1,32.0
2018,3,26,2,32.0
2019,3,26,3,34.0
2020,3,26,4,33.1
2021,3,26,5,33.1
2022,3,26,6,34.0
2023,3,26,7,36.0
2024,3,26,8,41.0
2025,3,26,9,43.0
2026,3,26,10,48.9
2027,3,26,11,48.9
2028,3,26,12,46.9
2029,3,26,13,48.0
2030,3,26,14,48.0
2031,3,26,15,51.1
2032,3,26,16,51.1
2033,3,26,17,46.0
2034,3,26,18,45.0
2035,3,26,19,43.0
2036,3,26,20,39.9
2037,3,26,21,39.0
2038,3,26,22,37.9
2039,3,26,23,37.0
2040,3,27,0,36.0
2041,3,27,1,36.0
2042,3,27,2,36.0
2043,3,27,3,37.0
2044,3,27,4,37.0
2045,3,27,5,37.0
2046,3,27,6,37.9
2047,3,27,7,37.9
2048,3,27,8,39.0
2049,3,27,9,41.0
2050,3,27,10,41.0
2051,3,27,11,42.1
2052,3,27,12,41.0
2053,3,27,13,41.0
2054,3,27,14,42.1
2055,3,27,15,43.0
2056,3,27,16,45.0
2057,3,27,17,43.0
2058,3,27,18,42.1
2059,3,27,19,43.0
2060,3,27,20,42.1
2061,3,27,21,41.0
2062,3,27,22,39.0
2063,3,27,23,39.0
2064,3,28,0,37.9
2065,3,28,1,37.0
2066,3,28,2,36.0
2067,3,28,3,35.1
2068,3,28,4,34.0
2069,3,28,5,33.1
2070,3,28,6,35.1
2071,3,28,7,39.9
2072,3,28,8,39.9
2073,3,28,9,42.1
2074,3,28,10,42.1
2075,3,28,11,45.0
2076,3,28,12,48.9
2077,3,28,13,46.9
2078,3,28,14,46.9
2079,3,28,15,46.0
2080,3,28,16,46.9
2081,3,28,17,50.0
2082,3,28,18,48.0
2083,3,28,19,48.0
2084,3,28,20,46.0
2085,3,28,21,46.0
2086,3,28,22,45.0
2087,3,28,23,43.0
2088,3,29,0,43.0
2089,3,29,1,44.1
2090,3,29,2,44.1
2091,3,29,3,45.0
2092,3,29,4,45.0
2093,3,29,5,44.1
2094,3,29,6,45.0
2095,3,29,7,46.9
2096,3,29,8,50.0
2097,3,29,9,55.0
2098,3,29,10,62.1
2099,3,29,11,69.1
2100,3,29,12,75.0
2101,3,29,13,77.0
2102,3,29,14,77.0
2103,3,29,15,77.0
2104,3,29,16,75.0
2105,3,29,17,70.0
2106,3,29,18,68.0
2107,3,29,19,66.0
2108,3,29,20,64.9
2109,3,29,21,64.9
2110,3,29,22,64.9
2111,3,29,23,64.0
2112,3,30,0,63.0
2113,3,30,1,61.0
2114,3,30,2,59.0
2115,3,30,3,57.0
2116,3,30,4,55.9
2117,3,30,5,54.0
2118,3,30,6,55.0
2119,3,30,7,57.9
2120,3,30,8,64.9
2121,3,30,9,68.0
2122,3,30,10,70.0
2123,3,30,11,72.0
2124,3,30,12,69.1
2125,3,30,13,66.0
2126,3,30,14,64.9
2127,3,30,15,63.0
2128,3,30,16,59.0
2129,3,30,17,55.9
2130,3,30,18,54.0
2131,3,30,19,54.0
2132,3,30,20,55.9
2133,3,30,21,55.9
2134,3,30,22,55.0
2135,3,30,23,55.0
2136,3,31,0,55.0
2137,3,31,1,55.9
2138,3,31,2,55.9
2139,3,31,3,55.0
2140,3,31,4,55.0
2141,3,31,5,55.0
2142,3,31,6,57.0
2143,3,31,7,57.0
2144,3,31,8,62.1
2145,3,31,9,62.1
2146,3,31,10,66.9
2147,3,31,11,66.0
2148,3,31,12,66.9
2149,3,31,13,70.0
2150,3,31,14,68.0
2151,3,31,15,68.0
2152,3,31,16,66.9
2153,3,31,17,64.9
2154,3,31,18,51.1
2155,3,31,19,53.1
2156,3,31,20,54.0
2157,3,31,21,51.4
2158,3,31,22,48.7
2159,3,31,23,46.2
2160,4,1,0,43.7
2161,4,1,1,41.2
2162,4,1,2,38.5
2163,4,1,3,36.0
2164,4,1,4,35.1
2165,4,1,5,35.1
2166,4,1,6,35.1
2167,4,1,7,36.0
2168,4,1,8,36.0
2169,4,1,9,37.0
2170,4,1,10,37.0
2171,4,1,11,37.9
2172,4,1,12,37.9
2173,4,1,13,39.0
2174,4,1,14,39.9
2175,4,1,15,39.0
2176,4,1,16,39.0
2177,4,1,17,37.9
2178,4,1,18,37.0
2179,4,1,19,37.0
2180,4,1,20,37.0
2181,4,1,21,37.9
2182,4,1,22,37.9
2183,4,1,23,37.9
2184,4,2,0,37.9
2185,4,2,1,37.9
2186,4,2,2,37.9
2187,4,2,3,37.9
2188,4,2,4,37.9
2189,4,2,5,37.9
2190,4,2,6,37.9
2191,4,2,7,39.0
2192,4,2,8,39.0
2193,4,2,9,39.9
2194,4,2,10,41.0
2195,4,2,11,41.0
2196,4,2,12,41.0
2197,4,2,13,39.9
2198,4,2,14,39.9
2199,4,2,15,39.9
2200,4,2,16,39.9
2201,4,2,17,39.9
2202,4,2,18,39.9
2203,4,2,19,39.9
2204,4,2,20,39.9
2205,4,2,21,39.9
2206,4,2,22,39.9
2207,4,2,23,39.9
2208,4,3,0,39.0
